epoch,accuracy,loss,val_accuracy,val_loss
62,0.555,0.6872623157501221,0.628333330154419,0.6725588965415955
63,0.555,0.6876840655008952,0.628333330154419,0.6722992960611979
64,0.555,0.6875878842671712,0.628333330154419,0.6704761068026225
65,0.555,0.6872603964805603,0.628333330154419,0.6727942403157552
66,0.555,0.6868013087908427,0.628333330154419,0.6750919985771179
67,0.555,0.6870835558573405,0.628333330154419,0.672660612265269
68,0.555,0.6879151670138041,0.628333330154419,0.6722744981447856
69,0.555,0.687669882774353,0.628333330154419,0.6712929479281108
70,0.555,0.6876587231953939,0.628333330154419,0.6710658836364746
71,0.555,0.6870277388890584,0.628333330154419,0.6747696042060852
72,0.555,0.6877830521265665,0.628333330154419,0.6710294731458029
73,0.555,0.6874687822659811,0.628333330154419,0.672687197526296
74,0.555,0.6871788978576661,0.628333330154419,0.6724139475822448
75,0.555,0.6874699179331462,0.628333330154419,0.671121764977773
76,0.555,0.6877421124776204,0.628333330154419,0.6709881885846456
77,0.555,0.6873283791542053,0.628333330154419,0.6729801980654398
78,0.555,0.6870378971099853,0.628333330154419,0.6737635040283203
79,0.555,0.6872925384839376,0.628333330154419,0.6748155117034912
80,0.555,0.6876102002461751,0.628333330154419,0.6695941329002381
81,0.555,0.6870979166030884,0.628333330154419,0.6693553797403972
82,0.555,0.6873780250549316,0.628333330154419,0.6707576219240824
83,0.555,0.6873958738644917,0.628333330154419,0.670882027943929
84,0.555,0.687408713499705,0.628333330154419,0.6713321503003439
85,0.555,0.6872400291760763,0.628333330154419,0.6699570727348327
86,0.555,0.6877936164538065,0.628333330154419,0.6708288669586182
87,0.555,0.687508556842804,0.628333330154419,0.6709671529134115
88,0.555,0.687261836528778,0.628333330154419,0.6719091097513835
89,0.555,0.6872970263163248,0.628333330154419,0.67034392674764
90,0.555,0.6871373224258422,0.628333330154419,0.668379213809967
91,0.555,0.6872109039624532,0.628333330154419,0.67010635693868
92,0.555,0.6874091903368632,0.628333330154419,0.6699371115366618
